City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,kuressaare,58.2481,22.5039,2.75,73,0,6.69,EE,1700414412
285,olonkinbyen,70.9221,-8.7187,1.0,90,100,5.97,SJ,1700414413
286,fort morgan,40.2503,-103.8,11.68,57,6,3.09,US,1700414413
287,rajula,21.05,71.4333,25.3,48,0,1.68,IN,1700414414
288,geraldton,-28.7667,114.6,19.23,82,0,3.6,AU,1700414360
289,timimoun,29.2639,0.231,25.21,19,0,4.63,DZ,1700414414
290,naze,28.3667,129.4833,12.51,63,30,3.33,JP,1700414415
291,nizhnyaya tavda,57.6731,66.1725,-6.5,72,88,3.87,RU,1700414415
292,miles city,46.4083,-105.8406,2.54,87,0,0.0,US,1700414416
293,constantia,44.1833,28.65,1.5,67,45,9.04,RO,1700414416
294,sampit,-2.5333,112.95,24.01,97,83,0.96,ID,1700414416
295,labytnangi,66.6572,66.4183,-27.62,95,10,1.26,RU,1700414417
296,kolokani,13.5728,-8.0339,36.1,13,54,4.8,ML,1700414417
297,conceicao da barra,-18.5933,-39.7322,31.16,57,64,6.79,BR,1700414418
298,mar del plata,-38.0023,-57.5575,22.13,34,0,9.26,AR,1700414162
299,powell,40.1578,-83.0752,12.55,55,0,1.54,US,1700414419
300,ormond-by-the-sea,29.3491,-81.0665,25.13,72,0,4.63,US,1700414419
301,kailua-kona,19.6406,-155.9956,21.98,74,0,3.6,US,1700414132
302,san andres,12.5847,-81.7006,30.01,70,20,4.12,CO,1700414420
303,nadym,65.5333,72.5167,-23.59,100,95,4.84,RU,1700414420
304,kismayo,-0.3582,42.5454,25.1,89,100,0.57,SO,1700414420
305,sao paulo de olivenca,-3.3783,-68.8725,37.2,39,56,1.76,BR,1700414421
306,yongfeng,27.4283,112.1834,13.48,62,1,0.12,CN,1700414421
307,kalulushi,-12.8378,28.0919,24.64,44,58,1.57,ZM,1700414422
308,dieppe,49.75,1.1667,12.96,81,97,1.34,FR,1700414327
309,gangapur,26.4833,76.7167,19.93,43,0,2.35,IN,1700414423
310,sao gabriel da cachoeira,-0.1303,-67.0892,34.89,55,40,3.6,BR,1700414424
311,port augusta,-32.5,137.7667,17.49,66,99,6.45,AU,1700414178
312,newman,37.3138,-121.0208,13.91,64,4,3.13,US,1700414176
313,tabuk,17.4189,121.4443,20.82,87,99,1.61,PH,1700414426
314,ceska lipa,50.6855,14.5376,9.69,95,40,2.65,CZ,1700414427
315,yeppoon,-23.1333,150.7333,20.88,90,74,2.66,AU,1700414427
316,tsiombe,-25.3,45.4833,25.05,75,52,1.26,MG,1700414428
317,king,47.4665,-121.8179,3.66,91,100,2.24,US,1700414429
318,turpan,42.9333,89.1667,7.5,38,100,0.18,CN,1700414429
319,san antonio de pale,-1.4014,5.6325,25.9,85,100,6.01,GQ,1700414430
320,touros,-5.1989,-35.4608,29.85,62,4,5.94,BR,1700414430
321,kone,-21.0595,164.8658,22.07,89,50,2.05,NC,1700414149
322,sechura,-5.5569,-80.8222,26.04,61,62,2.52,PE,1700414168
323,ghat,24.9647,10.1728,21.61,21,85,2.67,LY,1700414431
324,tshikapa,-6.4167,20.8,23.51,92,100,0.98,CD,1700414431
325,hamilton,39.1834,-84.5333,13.92,45,0,0.89,US,1700414229
326,karabaglar,38.374,27.1352,7.35,70,40,1.54,TR,1700414432
327,sitangkai,4.6628,119.3928,27.52,82,77,7.2,PH,1700414399
328,keren,15.7778,38.4581,25.38,57,100,0.29,ER,1700414433
329,las heras,-46.5419,-68.9359,16.44,26,75,4.8,AR,1700414328
330,aripuana,-9.1667,-60.6333,29.43,62,100,1.32,BR,1700414434
331,arroyito,-31.4202,-63.05,31.73,19,13,6.46,AR,1700414434
332,sebdou,34.637,-1.3314,13.61,22,1,2.41,DZ,1700414435
333,segrate,45.4942,9.3001,12.45,73,20,1.03,IT,1700414435
334,new norfolk,-42.7826,147.0587,9.84,97,33,1.23,AU,1700414436
335,linxia chengguanzhen,35.6003,103.2064,4.52,29,0,1.67,CN,1700414436
336,kharp,66.8014,65.8081,-23.79,93,12,2.27,RU,1700414437
337,eenhana,-17.4667,16.3333,31.04,25,99,2.2,NA,1700414439
338,valozhyn,54.0909,26.5225,-1.14,86,100,3.36,BY,1700414440
339,alakurtti,66.9672,30.3491,-17.01,99,70,1.34,RU,1700414440
340,conception bay south,47.4999,-52.9981,13.84,96,100,8.37,CA,1700414441
341,kabansk,52.0486,106.6528,-1.62,87,84,1.38,RU,1700414441
342,uturoa,-16.7333,-151.4333,26.23,82,100,8.72,PF,1700414442
343,terenozek,45.05,64.9833,3.67,59,23,3.95,KZ,1700414442
344,sebastopol,44.6,33.5333,5.0,76,100,2.68,UA,1700414443
345,vernon,50.2581,-119.2691,4.05,93,100,1.54,CA,1700414444
346,tipasa,36.5897,2.4475,20.74,51,0,1.78,DZ,1700414444
347,mendota heights,44.8836,-93.1383,10.35,57,0,4.12,US,1700414445
348,st. paul,44.9444,-93.0933,10.62,56,0,4.92,US,1700414434
349,sitka,57.0531,-135.33,1.94,87,100,2.57,US,1700414446
350,kruisfontein,-34.0033,24.7314,18.19,73,79,3.11,ZA,1700414155
351,hithadhoo,-0.6,73.0833,28.09,78,18,4.8,MV,1700414446
352,naryn,41.4287,75.9911,-2.5,78,31,3.18,KG,1700414447
353,camiri,-20.05,-63.5167,30.88,55,93,0.0,BO,1700414447
354,dryden,49.7833,-92.7503,-0.84,100,0,1.03,CA,1700414448
355,tarinkot,32.6268,65.8733,13.67,44,2,0.5,AF,1700414448
356,earl shilton,52.5768,-1.3154,12.97,85,100,2.68,GB,1700414448
357,bontang,0.1333,117.5,25.58,89,51,2.28,ID,1700414449
358,minas de marcona,-15.2119,-75.1103,21.33,50,96,5.86,PE,1700414449
359,cristalina,-16.7686,-47.6136,25.46,53,65,3.68,BR,1700414449
360,rongai,-0.1733,35.8638,16.8,96,99,1.03,KE,1700414449
361,bundibugyo,0.7414,30.0417,21.53,91,99,1.09,UG,1700414450
362,kill devil hills,36.0307,-75.676,14.43,54,0,5.14,US,1700414451
363,miquelon,47.0975,-56.3814,6.0,78,100,11.93,PM,1700414451
364,nuuk,64.1835,-51.7216,1.34,60,75,5.14,GL,1700414451
365,bubaque,11.2833,-15.8333,28.55,72,98,5.59,GW,1700414452
366,fada,9.5667,8.3,24.64,21,100,2.03,NG,1700414452
367,saudarkrokur,65.7461,-19.6394,0.02,74,88,4.18,IS,1700414452
368,council bluffs,41.2619,-95.8608,12.54,59,100,4.63,US,1700414453
369,aitape,-3.1374,142.3475,25.86,89,21,3.55,PG,1700414453
370,hilo,19.7297,-155.09,24.04,87,20,3.09,US,1700414158
371,thulamahashi,-24.7246,31.1994,29.28,61,70,2.69,ZA,1700414453
372,severo-yeniseyskiy,60.3725,93.0408,-17.65,89,100,6.49,RU,1700414454
373,masuda,34.6667,131.85,14.18,67,87,7.96,JP,1700414454
374,san-pedro,4.7485,-6.6363,27.62,77,39,3.27,CI,1700414454
375,zarghun shahr,32.8473,68.4457,8.17,35,6,1.06,AF,1700414455
376,la paz,-16.5,-68.15,17.99,20,75,4.12,BO,1700414436
377,susuman,62.7833,148.1667,-27.39,99,95,1.47,RU,1700414455
378,yakeshi,49.2833,120.7333,-16.21,99,91,1.78,CN,1700414455
379,nova olinda do norte,-3.8881,-59.0942,39.29,26,58,2.45,BR,1700414456
380,tremonton,41.7119,-112.1655,6.51,93,100,1.79,US,1700414456
381,khandyga,62.6667,135.6,-26.35,100,100,0.47,RU,1700414456
382,kapa'a,22.0752,-159.319,22.18,86,100,7.2,US,1700414456
383,nyurba,63.2842,118.3319,-5.98,95,100,4.9,RU,1700414457
384,hacienda huancane,-15.8222,-70.8856,13.36,30,42,1.95,PE,1700414457
385,zapala,-38.8992,-70.0544,15.1,39,100,4.39,AR,1700414457
386,manggar,-2.8833,108.2667,27.19,78,76,0.83,ID,1700414458
387,arevalo,41.0626,-4.7204,16.28,60,47,2.38,ES,1700414458
388,taulaga,-11.0553,-171.0883,28.93,65,55,8.22,AS,1700414458
389,morehead city,34.7229,-76.726,16.1,63,0,5.14,US,1700414336
390,margate,51.3813,1.3862,13.28,81,93,6.71,GB,1700414174
391,auki,-8.7676,160.7034,25.71,88,71,1.77,SB,1700414459
392,santa cruz,-17.8,-63.1667,32.03,48,75,8.23,BO,1700414459
393,bom jesus,-9.0744,-44.3586,37.04,31,44,1.01,BR,1700414459
394,seaford,50.7714,0.1027,13.58,79,94,8.05,GB,1700414460
395,moranha,27.1833,94.9333,19.25,90,0,0.58,IN,1700414460
396,omutninsk,58.67,52.1932,-7.19,93,99,2.71,RU,1700414460
397,swift current,50.2834,-107.8014,6.45,61,0,5.66,CA,1700414143
398,kosikha,53.3617,84.5822,-2.49,65,46,4.74,RU,1700414461
399,ciudad acuna,29.3232,-100.9522,19.16,83,100,3.09,MX,1700414211
400,monrovia,6.3005,-10.7969,29.87,75,55,2.14,LR,1700414461
401,bel ombre,-4.6167,55.4167,28.91,74,40,3.6,SC,1700414462
402,badger,64.8,-147.5333,-11.86,85,100,0.0,US,1700414463
403,opuwo,-18.0607,13.84,28.56,41,68,6.41,NA,1700414463
404,san sebastian de la gomera,28.0916,-17.1133,28.42,36,0,1.54,ES,1700414464
405,kununurra,-15.7667,128.7333,31.99,51,75,4.63,AU,1700414464
406,ndele,8.4109,20.6473,27.35,42,95,0.29,CF,1700414465
407,koryukivka,51.7688,32.2481,-3.31,67,32,3.62,UA,1700414465
408,marsa alam,25.0757,34.8918,25.68,40,0,4.72,EG,1700414466
409,weno,7.4515,151.8468,25.97,94,40,1.54,FM,1700414466
410,castillos,-34.1667,-53.8333,24.3,39,0,6.27,UY,1700414467
411,al jawf,29.5,38.75,20.85,27,0,2.85,SA,1700414467
412,lethem,3.3803,-59.7968,37.31,34,29,3.56,GY,1700414468
413,el bolson,-41.9667,-71.5167,10.1,92,98,2.97,AR,1700414468
414,qamdo,31.1667,97.2333,-4.12,30,0,0.88,CN,1700414468
415,pathein,16.7833,94.7333,23.13,90,39,2.87,MM,1700414469
416,daura,11.5538,11.4085,28.44,15,91,4.67,NG,1700414469
417,parscov,45.2833,26.55,3.13,72,29,1.57,RO,1700414469
418,alice springs,-23.7,133.8833,18.75,88,63,0.0,AU,1700414470
419,nieves,15.3274,120.9485,24.73,86,63,1.39,PH,1700414470
420,olyokminsk,60.3736,120.4264,-4.31,85,100,4.48,RU,1700414471
421,oriximina,-1.7656,-55.8661,35.76,37,100,3.36,BR,1700414473
422,medina,24.4686,39.6142,27.24,32,20,5.14,SA,1700414474
423,port isabel,26.0734,-97.2086,27.02,68,100,8.23,US,1700414343
424,klaksvik,62.2266,-6.589,7.51,84,100,11.41,FO,1700414474
425,taroa,8.7058,171.2275,28.28,72,23,7.59,MH,1700414475
426,harstad,68.799,16.5293,-1.58,90,98,2.68,NO,1700414475
427,ingeniero guillermo n. juarez,-23.9,-61.85,35.89,36,6,2.63,AR,1700414476
428,lengenfeld,50.5667,12.3667,9.42,80,66,5.6,DE,1700414476
429,tucuma,-0.1833,-50.05,31.96,58,94,3.81,BR,1700414477
430,zomba,-15.386,35.3188,26.59,48,43,0.7,MW,1700414477
431,ahar,38.4774,47.0699,12.12,41,40,6.91,IR,1700414478
432,ulanhot,46.0833,122.0833,-5.05,82,8,1.87,CN,1700414478
433,suva,-18.1416,178.4415,20.71,94,20,1.54,FJ,1700414479
434,kiruna,67.8557,20.2251,-18.49,85,100,1.03,SE,1700414218
435,berezovyy,51.6667,135.7,-5.59,95,99,1.5,RU,1700414480
436,george town,5.4112,100.3354,27.23,84,20,2.06,MY,1700414373
437,slavske,48.8473,23.4459,-0.3,93,100,3.5,UA,1700414481
438,luang namtha,20.9497,101.4011,15.56,89,2,0.76,LA,1700414481
439,tashtagol,52.7657,87.8894,-0.82,90,100,4.02,RU,1700414482
440,khovd,48.0056,91.6419,-0.67,71,97,2.54,MN,1700414484
441,la punta,-33.1837,-66.3127,27.61,28,8,6.0,AR,1700414485
442,san jose de guanipa,8.8872,-64.1651,33.07,34,19,5.17,VE,1700414485
443,namibe,-15.1961,12.1522,25.16,74,18,3.59,AO,1700414486
444,vuktyl,63.8567,57.3094,-8.83,95,100,2.68,RU,1700414487
445,hampton bays,40.869,-72.5176,13.02,48,0,6.17,US,1700414488
446,hobyo,5.3505,48.5268,28.07,77,82,6.12,SO,1700414488
447,launceston,-41.45,147.1667,11.8,87,81,2.06,AU,1700414287
448,manosque,43.8288,5.7869,13.64,83,6,2.66,FR,1700414490
449,juneau,58.3019,-134.4197,-3.0,100,75,1.54,US,1700414377
450,bealanana,-14.55,48.7333,20.6,84,5,1.28,MG,1700414491
451,notodden,59.5594,9.2585,-2.91,92,100,2.09,NO,1700414013
452,juan l. lacaze,-34.4333,-57.4167,25.66,41,33,8.32,UY,1700414492
453,vila franca do campo,37.7167,-25.4333,17.71,99,51,3.51,PT,1700414492
454,kidal,18.4411,1.4078,27.76,11,79,3.83,ML,1700414493
455,newcastle west,52.4492,-9.0611,10.8,87,66,7.1,IE,1700414494
456,biryusinsk,55.9634,97.8235,-2.7,73,99,10.09,RU,1700414495
457,boende,-0.2167,20.8667,22.62,98,69,1.09,CD,1700414495
458,ndelele,4.0333,14.9333,21.76,95,100,0.89,CM,1700414496
459,ternate,0.8,127.4,27.84,75,22,1.39,ID,1700414496
460,puerto lempira,15.2667,-83.7667,27.92,72,95,6.11,HN,1700414496
461,yacuiba,-22.038,-63.6797,29.65,55,84,3.09,BO,1700414497
462,porto novo,6.4965,2.6036,29.9,75,44,3.95,BJ,1700414497
463,guerrero negro,27.9769,-114.0611,20.39,70,100,9.15,MX,1700414497
464,ulladulla,-35.35,150.4667,15.98,79,96,1.75,AU,1700414498
465,wynyard,-41.0,145.7167,9.85,91,67,2.77,AU,1700414498
466,majene,-3.5403,118.9707,26.0,87,31,1.16,ID,1700414498
467,dalnegorsk,44.5604,135.5701,-4.75,77,81,5.03,RU,1700414499
468,aldama,22.9167,-98.0667,25.76,63,6,3.59,MX,1700414499
469,mahina,-17.5065,-149.489,26.87,78,75,2.06,PF,1700414499
470,kulhudhuffushi,6.6221,73.07,28.11,73,98,1.84,MV,1700414479
471,egilsstadir,65.2653,-14.3948,1.95,100,100,1.03,IS,1700414176
472,mount isa,-20.7333,139.5,20.87,94,100,3.09,AU,1700414500
473,camana,-16.6228,-72.7111,21.71,70,69,4.12,PE,1700414500
474,diamantina,-18.2494,-43.6003,26.71,51,53,4.08,BR,1700414501
475,villa gesell,-37.2639,-56.973,19.1,48,1,9.68,AR,1700414243
476,luza,60.6308,47.2512,-6.34,94,100,2.48,RU,1700414502
477,quincy,42.2529,-71.0023,11.46,50,20,7.2,US,1700414502
478,moroni,-11.7022,43.2551,27.22,84,38,0.11,KM,1700414502
479,nar'yan-mar,67.6713,53.087,-14.94,97,84,3.58,RU,1700414503
480,kankanhalli,12.55,77.4167,20.6,79,78,2.77,IN,1700414503
481,alta,69.9689,23.2717,-10.41,85,0,1.54,NO,1700414504
482,namdrik,5.5994,168.1028,27.99,79,46,6.4,MH,1700414504
483,yemva,62.59,50.8594,-7.49,92,100,3.57,RU,1700414504
484,waingapu,-9.6567,120.2641,26.66,78,78,2.44,ID,1700414505
485,mont-dore,-22.2833,166.5833,19.99,77,89,4.27,NC,1700414505
486,kayyerkan,69.3786,87.7439,-29.84,74,99,2.43,RU,1700414505
487,taro,-8.3862,115.28,23.0,95,31,0.26,ID,1700414506
488,ballina,-28.8667,153.5667,19.88,79,100,3.55,AU,1700414506
489,carutapera,-1.195,-46.02,31.83,57,59,4.62,BR,1700414147
490,amos,48.5669,-78.1162,-5.5,64,74,4.48,CA,1700414507
491,brookings,44.3114,-96.7984,13.47,60,0,7.2,US,1700414263
492,kamaishi,39.2667,141.8833,12.69,78,91,7.87,JP,1700414508
493,cururupu,-1.8283,-44.8683,33.09,48,77,3.84,BR,1700414508
494,regina,50.4501,-104.6178,2.24,78,100,6.71,CA,1700414263
495,trinidad,-14.8333,-64.9,27.99,83,75,2.57,BO,1700414509
496,lesnoy,57.6198,63.0784,-6.79,77,47,4.32,RU,1700414509
497,chernyshevskiy,63.0128,112.4714,-6.46,96,100,3.43,RU,1700414510
498,jackson,42.4165,-122.8345,7.08,91,100,0.0,US,1700414282
499,cafayate,-26.073,-65.9761,26.92,44,10,6.08,AR,1700414510
500,petrolina,-9.3986,-40.5008,37.03,32,20,1.54,BR,1700414413
501,les sables-d'olonne,46.6667,-1.8333,13.44,82,96,5.97,FR,1700414511
502,happy valley-goose bay,53.3168,-60.3315,-2.83,80,75,5.14,CA,1700414511
503,quarai,-30.3875,-56.4514,24.87,45,1,3.4,BR,1700414511
504,ves'yegonsk,58.664,37.2604,-7.38,88,100,1.21,RU,1700414512
505,luwuk,-0.9516,122.7875,25.78,85,9,1.65,ID,1700414512
506,tocopilla,-22.092,-70.1979,21.42,66,36,3.07,CL,1700414241
507,ouadda,8.0777,22.4007,24.35,53,46,1.05,CF,1700414513
508,keflavik,64.0049,-22.5624,3.24,93,100,2.57,IS,1700414513
509,tralee,52.2704,-9.7026,11.14,82,75,9.77,IE,1700414513
510,mormugao,15.4,73.8,27.59,78,20,2.06,IN,1700414514
511,bela vista,-22.1089,-56.5211,29.34,67,87,3.51,BR,1700414514
512,kodinsk,58.6881,99.1844,-0.31,80,100,9.5,RU,1700414515
513,selty,57.3132,52.1345,-7.58,73,44,2.17,RU,1700414515
514,liboro,13.8245,122.7295,25.52,87,99,3.94,PH,1700414516
515,kalmunai,7.4167,81.8167,26.15,84,76,2.41,LK,1700414516
516,dudinka,69.4058,86.1778,-29.66,95,65,4.88,RU,1700414340
517,lompoc,34.6391,-120.4579,15.08,71,0,8.23,US,1700414517
518,afaahiti,-17.75,-149.2833,25.93,88,100,9.31,PF,1700414184
519,nova xavantina,-14.6667,-52.35,41.84,20,19,2.13,BR,1700414517
520,cabedelo,-6.9811,-34.8339,30.37,67,23,5.2,BR,1700414518
521,ghanzi,-21.5667,21.7833,31.9,23,91,2.23,BW,1700414518
522,bridgeton,39.4273,-75.2341,14.05,48,0,4.12,US,1700414309
523,myrina,39.8797,25.0742,7.58,81,0,0.0,GR,1700414519
524,prado,-17.3411,-39.2208,29.17,65,44,8.24,BR,1700414519
525,fort st. john,56.2499,-120.8529,0.94,93,75,2.06,CA,1700414519
526,mairi,-11.7114,-40.1489,36.82,26,3,3.23,BR,1700414520
527,naliya,23.2667,68.8333,24.87,25,0,3.24,IN,1700414520
528,lubang,13.8584,120.124,27.27,74,43,10.63,PH,1700414520
529,makaha,21.4694,-158.2175,26.95,78,100,4.12,US,1700414521
530,jinshi,29.6049,111.8701,14.81,64,3,0.46,CN,1700414521
531,wuyang,31.9925,116.2472,12.76,65,0,0.71,CN,1700414522
532,guajara,-2.9667,-57.6667,41.09,23,89,2.02,BR,1700414522
533,dul'durga,50.6761,113.5931,-8.06,96,75,1.6,RU,1700414523
534,anna regina,7.2644,-58.5077,29.87,63,10,3.87,GY,1700414301
535,rundu,-17.9333,19.7667,31.46,22,96,2.23,NA,1700414525
536,mouila,-1.8685,11.0559,24.16,96,100,2.28,GA,1700414526
537,dhulia,20.9,74.7833,27.53,44,67,3.02,IN,1700414527
538,wad az zaki,14.4619,32.2065,28.75,23,100,4.36,SD,1700414529
539,banda aceh,5.5577,95.3222,26.84,84,72,2.13,ID,1700414529
540,paita,-5.0892,-81.1144,23.87,71,36,4.06,PE,1700414530
541,lusambo,-4.9667,23.45,22.87,98,92,1.16,CD,1700414531
542,shihezi,44.3,86.0333,5.62,58,97,0.73,CN,1700414532
543,sultanpur,26.2667,82.0667,22.04,55,0,2.55,IN,1700414532
544,isla mujeres,21.2311,-86.731,27.03,58,6,4.09,MX,1700414533
545,'ain boucif,35.8912,3.1585,15.17,39,0,2.28,DZ,1700414533
546,smithers,54.7804,-127.1743,3.18,87,75,2.57,CA,1700414534
547,mariental,-24.6333,17.9667,34.83,11,27,1.95,NA,1700414535
548,sungho 1-tong,38.9914,125.9778,0.54,74,0,0.88,KP,1700414536
549,parauapebas,-6.0675,-49.9022,31.99,65,40,1.03,BR,1700414537
550,port shepstone,-30.7414,30.455,23.73,91,21,6.18,ZA,1700414538
551,uige,-7.6087,15.0613,20.87,97,100,0.44,AO,1700414539
552,naha,26.2125,127.6811,18.95,63,0,3.09,JP,1700414431
553,port macquarie,-31.4333,152.9167,19.94,81,100,5.77,AU,1700414260
554,marsh harbour,26.5412,-77.0636,24.64,73,5,6.07,BS,1700414543
555,cill airne,52.05,-9.5167,11.03,82,75,9.77,IE,1700414544
556,belawan,3.7755,98.6832,25.16,89,100,1.98,ID,1700414545
557,kapit,2.0167,112.9333,23.53,100,99,0.11,MY,1700414546
558,itoman,26.1247,127.6694,19.01,63,32,3.09,JP,1700414547
559,surgut,61.25,73.4167,-18.84,84,0,5.0,RU,1700414550
560,tongren,27.7172,109.1853,13.92,73,0,0.32,CN,1700414556
561,nuku'alofa,-21.1333,-175.2,23.19,100,75,2.57,TO,1700414558
562,nakamura,32.9833,132.9333,10.25,82,11,2.27,JP,1700414560
563,tanumah,27.1,44.1333,22.59,69,46,3.57,SA,1700414562
564,barcelos,41.5388,-8.6151,18.29,85,54,1.92,PT,1700414563
565,cambria,35.5641,-121.0808,14.47,71,6,1.34,US,1700414564
566,portland,45.5234,-122.6762,8.23,90,75,5.14,US,1700414154
567,puerto baquerizo moreno,-0.9,-89.6,27.55,78,20,5.14,EC,1700414565
568,pushkar,26.5,74.55,19.21,41,0,2.48,IN,1700414566
